parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,in_degree_1,out_degree_1,in_degree_2,out_degree_2,total_degree_1,total_degree_2,common_neighbors,page_rank_1,page_rank_2,betweenness_1,betweenness_2,closeness_1,closeness_2,eigenvector_1,eigenvector_2,cluster_1,cluster_2
"Mellado, Miguel","Ojeda, Mauricio",1.6416337285902505,Región de la Araucanía (11),Región de la Araucanía (11),RN,Ind-PLR,Miguel Mellado Suazo,Mauricio Ojeda Rebolledo,centro_derecha,derecha,miguel mellado,mauricio ojeda,positive,positive,2,8,6,0,43.0,23.0,0,0.0036041962861106764,0.009430610705042843,0.0007660915533867781,0.0,0.013157894736842105,0.08845029239766082,0.07930537894118544,0.06312995753609574,cluster_4,cluster_2
"Mellado, Miguel","Ojeda, Mauricio",1.6416337285902505,Región de la Araucanía (11),Región de la Araucanía (11),RN,Ind-PLR,Miguel Mellado Suazo,Mauricio Ojeda Rebolledo,centro_derecha,derecha,miguel mellado,mauricio ojeda,negative,negative,2,8,6,0,43.0,23.0,0,0.0036041962861106764,0.009430610705042843,0.0007660915533867781,0.0,0.013157894736842105,0.08845029239766082,0.07930537894118544,0.06312995753609574,cluster_4,cluster_2
"Lee, Enrique","Ojeda, Mauricio",1.6429512516469038,Región de Arica y Parinacota (3),Región de la Araucanía (11),Ind-PRI,Ind-PLR,Enrique Lee Flores,Mauricio Ojeda Rebolledo,centro_derecha,derecha,enrique lee,mauricio ojeda,positive,positive,5,2,6,0,15.0,23.0,1,0.0056501322115358405,0.009430610705042843,0.0015467061693970022,0.0,0.06637863315003928,0.08845029239766082,0.036814949705778574,0.06312995753609574,cluster_2,cluster_2
"Alinco, Rene","De Rementeria, Tomas",1.6469038208168645,Región de Aysén del General Carlos Ibáńez del Campo (3),Región de Valparaíso (16),PPD,PS,Rene Alinco Bustos,Tomas De Rementeria Venegas,centro_izquierda,centro_izquierda,rene alinco,tomas de rementeria,positive,positive,0,4,2,0,8.0,3.0,0,0.0029305674310870604,0.0041904337043595875,0.0,0.0,0.0,0.055232558139534885,0.013487787717898759,0.0055536022875258394,cluster_1,cluster_1
"Acevedo, Maria Candelaria","Hertz, Carmen",1.6495388669301714,Región del Biobío (13),Región Metropolitana de Santiago (47),PCCh,PCCh,Maria Candelaria Acevedo Saez,Carmen Hertz Cadiz,izquierda,izquierda,candelaria acevedo,carmen hertz,positive,positive,0,17,17,9,31.0,47.0,13,0.0029305674310870604,0.015765241675772004,0.0,0.01072586426586078,0.0,0.12224108658743632,0.025654982901228494,0.1886280271762846,cluster_3,cluster_3
"Gazmuri, Ana Maria","Hertz, Carmen",1.6495388669301714,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),AH,PCCh,Ana Maria Gazmuri Vieira,Carmen Hertz Cadiz,izquierda,izquierda,ana maría gazmuri,carmen hertz,positive,positive,11,4,17,9,30.0,47.0,12,0.0073838162461313805,0.015765241675772004,0.0013571802021610316,0.01072586426586078,0.08526315789473683,0.12224108658743632,0.0704511597266017,0.1886280271762846,cluster_3,cluster_3
"Mellado, Cosme","Mirosevic, Vlado",1.6495388669301714,Región del Libertador General Bernardo O'Higgins (9),Región de Arica y Parinacota (3),PR,PL,Cosme Mellado Pino,Vlado Mirosevic Verdugo,centro_izquierda,centro_izquierda,cosme mellado,vlado mirosevic,positive,positive,4,1,18,7,21.0,98.0,3,0.004124110979702014,0.01924656979098343,0.00016483676077611248,0.012840871707201438,0.0632591093117409,0.18804222093695777,0.08472666206965654,0.24624150615810503,cluster_1,cluster_1
"Pulgar, Francisco","Rivas, Gaspar",1.6495388669301714,Región del Maule (11),Región de Valparaíso (16),Ind-PL,PDG,Francisco Pulgar Castillo,Gaspar Rivas Sanchez,centro_izquierda,populista,francisco pulgar,gaspar rivas,negative,negative,0,1,9,0,6.0,29.0,0,0.0029305674310870604,0.015425178852386557,0.0,0.0,0.0,0.17361888764464353,8.831898122157763e-16,0.07793102592178133,cluster_2,cluster_2
"Bianchi, Carlos","Camano, Felipe",1.6521739130434785,Región de Magallanes y la Antártica Chilena (3),Región de Ńuble (5),Ind-PPD,Ind-PDC,Carlos Bianchi Chelech,Felipe Camano Cardenas,centro_izquierda,centro_izquierda,carlos bianchi,felipe camaño,positive,positive,4,16,8,8,41.0,28.0,12,0.0037551153557000023,0.004850596746320766,0.0014441802630195796,0.0024867951845992976,0.027412280701754384,0.053289473684210525,0.09600645141669613,0.0550186993143185,cluster_3,cluster_1
"Bianchi, Carlos","Gazmuri, Ana Maria",1.6521739130434785,Región de Magallanes y la Antártica Chilena (3),Región Metropolitana de Santiago (47),Ind-PPD,AH,Carlos Bianchi Chelech,Ana Maria Gazmuri Vieira,centro_izquierda,izquierda,carlos bianchi,ana maría gazmuri,positive,positive,4,16,11,4,41.0,30.0,12,0.0037551153557000023,0.0073838162461313805,0.0014441802630195796,0.0013571802021610316,0.027412280701754384,0.08526315789473683,0.09600645141669613,0.0704511597266017,cluster_3,cluster_3
"Aedo, Eric","Cifuentes, Ricardo",1.6561264822134387,Región del Biobío (13),Región de Coquimbo (7),PDC,PDC,Eric Aedo Jeldres,Ricardo Cifuentes Lillo,centro_izquierda,centro_izquierda,eric aedo,ricardo cifuentes,positive,positive,0,15,3,3,38.0,21.0,3,0.0029305674310870604,0.003888687728255869,0.0,0.00043994240142723935,0.0,0.039802631578947374,0.06001674022587596,0.04373034235972927,cluster_1,cluster_1
"Aedo, Eric","Cifuentes, Ricardo",1.6561264822134387,Región del Biobío (13),Región de Coquimbo (7),PDC,PDC,Eric Aedo Jeldres,Ricardo Cifuentes Lillo,centro_izquierda,centro_izquierda,eric aedo,ricardo cifuentes,positive,positive,0,15,3,3,38.0,21.0,3,0.0029305674310870604,0.003888687728255869,0.0,0.00043994240142723935,0.0,0.039802631578947374,0.06001674022587596,0.04373034235972927,cluster_1,cluster_1
"Duran, Eduardo","Rivas, Gaspar",1.6587615283267456,Región Metropolitana de Santiago (47),Región de Valparaíso (16),RN,PDG,Eduardo Duran Salinas,Gaspar Rivas Sanchez,centro_derecha,populista,eduardo durán,gaspar rivas,positive,positive,0,3,9,0,17.0,29.0,1,0.0029305674310870604,0.015425178852386557,0.0,0.0,0.0,0.17361888764464353,0.04845982919186758,0.07793102592178133,cluster_2,cluster_2
"Duran, Eduardo","Rivas, Gaspar",1.6587615283267456,Región Metropolitana de Santiago (47),Región de Valparaíso (16),RN,PDG,Eduardo Duran Salinas,Gaspar Rivas Sanchez,centro_derecha,populista,eduardo durán,gaspar rivas,positive,positive,0,3,9,0,17.0,29.0,1,0.0029305674310870604,0.015425178852386557,0.0,0.0,0.0,0.17361888764464353,0.04845982919186758,0.07793102592178133,cluster_2,cluster_2
"Cuello, Luis Alberto","De Rementeria, Tomas",1.6600790513833992,Región de Valparaíso (16),Región de Valparaíso (16),PCCh,PS,Luis Cuello Pena y Lillo,Tomas De Rementeria Venegas,izquierda,centro_izquierda,luis cuello,tomas de rementeria,neutral,neutral,10,9,2,0,35.0,3.0,0,0.006746641865003008,0.0041904337043595875,0.006172106112198479,0.0,0.07922149122807018,0.055232558139534885,0.06048908377593629,0.0055536022875258394,cluster_3,cluster_1
"Araya, Jaime","Brito, Jorge",1.6600790513833992,Región de Antofagasta (5),Región de Valparaíso (16),Ind-PPD,RD,Jaime Araya Guerrero,Jorge Brito Hasbun,centro_izquierda,izquierda,jaime araya,jorge brito,neutral,neutral,2,16,2,4,38.0,25.0,0,0.003353835122479165,0.0037314109931257744,0.0021029394678749856,0.0011117404438247937,0.013157894736842105,0.017543859649122806,0.060823173136832775,0.07212141343382057,cluster_3,cluster_1
"Araya, Jaime","Castillo, Nathalie",1.6627140974967063,Región de Antofagasta (5),Región de Coquimbo (7),Ind-PPD,PCCh,Jaime Araya Guerrero,Nathalie Castillo Rojas,centro_izquierda,izquierda,jaime araya,nathalie castillo,positive,positive,2,16,10,4,38.0,20.0,12,0.003353835122479165,0.006249106494100079,0.0021029394678749856,0.0019606134541652145,0.013157894736842105,0.07655502392344497,0.060823173136832775,0.0635646324561215,cluster_3,cluster_3
"Mirosevic, Vlado","Pizarro, Lorena",1.6640316205533596,Región de Arica y Parinacota (3),Región Metropolitana de Santiago (47),PL,PCCh,Vlado Mirosevic Verdugo,Lorena Pizarro Sierra,centro_izquierda,izquierda,vlado mirosevic,lorena pizarro,negative,negative,18,7,6,0,98.0,23.0,2,0.01924656979098343,0.010913261748690546,0.012840871707201438,0.0,0.18804222093695777,0.1723790322580645,0.24624150615810503,0.06797094773187734,cluster_1,cluster_4
"Calisto, Miguel Angel","Romero, Natalia",1.6640316205533596,Región de Aysén del General Carlos Ibáńez del Campo (3),Región del Libertador General Bernardo O'Higgins (9),Demócratas,Ind-UDI,Miguel Angel Calisto Aguila,Natalia Romero Talguia,centro_izquierda,centro_derecha,miguel calisto,natalia romero,positive,positive,0,4,14,0,12.0,31.0,0,0.0029305674310870604,0.02207186048122681,0.0,0.0,0.0,0.135498320268757,0.004926121092524129,0.04064009841601201,cluster_5,cluster_6
"Fries, Lorena","Soto, Raul",1.6653491436100132,Región Metropolitana de Santiago (47),Región del Libertador General Bernardo O'Higgins (9),CS,PPD,Lorena Fries Monleon,Raul Soto Mardones,izquierda,centro_izquierda,lorena fries,raul soto,positive,positive,0,2,15,4,10.0,55.0,0,0.0029305674310870604,0.026032248838862872,0.0,0.005364744855856742,0.0,0.1957468495181616,0.021286643642369693,0.11787589701973503,cluster_4,cluster_1
"Castro, Jose Miguel","Moreira, Cristhian",1.66798418972332,Región de Antofagasta (5),Región Metropolitana de Santiago (47),RN,UDI,Jose Miguel Castro Bascunan,Cristhian Moreira Barros,centro_derecha,centro_derecha,jose miguel castro,cristhian moreira,negative,negative,1,11,9,3,30.0,29.0,2,0.0033456953591831633,0.008696469397916172,0.001989659579412107,0.00235999767630998,0.006578947368421052,0.11418376449598572,0.03476156667296238,0.05358062637889388,cluster_4,cluster_5
"Arroyo, Roberto","Sulantay, Marco Antonio",1.6693017127799736,Región del Biobío (13),Región de Coquimbo (7),PSC,UDI,Roberto Arroyo Munoz,Marco Sulantay Olivares,derecha,centro_derecha,roberto arroyo,marco antonio sulantay,neutral,neutral,1,12,3,0,29.0,10.0,1,0.003207319383151129,0.003612631829739631,0.0009331067735564075,0.0,0.006578947368421052,0.021052631578947368,0.03206121150628474,0.014249490709381397,cluster_3,cluster_3
"Araya, Jaime","Serrano, Daniela",1.6693017127799736,Región de Antofagasta (5),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Jaime Araya Guerrero,Daniela Serrano Salazar,centro_izquierda,izquierda,jaime araya,daniela serrano,positive,positive,2,16,5,0,38.0,13.0,1,0.003353835122479165,0.014038538279879196,0.0021029394678749856,0.0,0.013157894736842105,0.15059546676911256,0.060823173136832775,0.051555450851977616,cluster_3,cluster_8
"Mirosevic, Vlado","Serrano, Daniela",1.673254281949934,Región de Arica y Parinacota (3),Región Metropolitana de Santiago (47),PL,PCCh,Vlado Mirosevic Verdugo,Daniela Serrano Salazar,centro_izquierda,izquierda,vlado mirosevic,daniela serrano,positive,positive,18,7,5,0,98.0,13.0,1,0.01924656979098343,0.014038538279879196,0.012840871707201438,0.0,0.18804222093695777,0.15059546676911256,0.24624150615810503,0.051555450851977616,cluster_1,cluster_8
"Celis, Andres","Schalper, Diego",1.6745718050065876,Región de Valparaíso (16),Región del Libertador General Bernardo O'Higgins (9),RN,RN,Andres Celis Montt,Diego Schalper Sepulveda,centro_derecha,centro_derecha,andres celis,diego schalper,positive,positive,0,1,17,1,5.0,86.0,0,0.0029305674310870604,0.03442255882263488,0.0,0.0033738803410291733,0.0,0.2331288343558282,0.0011429509266084634,0.1855878281335197,cluster_4,cluster_4
"Bianchi, Carlos","Mirosevic, Vlado",1.6758893280632412,Región de Magallanes y la Antártica Chilena (3),Región de Arica y Parinacota (3),Ind-PPD,PL,Carlos Bianchi Chelech,Vlado Mirosevic Verdugo,centro_izquierda,centro_izquierda,carlos bianchi,vlado mirosevic,positive,positive,4,16,18,7,41.0,98.0,3,0.0037551153557000023,0.01924656979098343,0.0014441802630195796,0.012840871707201438,0.027412280701754384,0.18804222093695777,0.09600645141669613,0.24624150615810503,cluster_3,cluster_1
"Bianchi, Carlos","Mirosevic, Vlado",1.6758893280632412,Región de Magallanes y la Antártica Chilena (3),Región de Arica y Parinacota (3),Ind-PPD,PL,Carlos Bianchi Chelech,Vlado Mirosevic Verdugo,centro_izquierda,centro_izquierda,carlos bianchi,vlado mirosevic,positive,positive,4,16,18,7,41.0,98.0,3,0.0037551153557000023,0.01924656979098343,0.0014441802630195796,0.012840871707201438,0.027412280701754384,0.18804222093695777,0.09600645141669613,0.24624150615810503,cluster_3,cluster_1
"Bianchi, Carlos","Mirosevic, Vlado",1.6758893280632412,Región de Magallanes y la Antártica Chilena (3),Región de Arica y Parinacota (3),Ind-PPD,PL,Carlos Bianchi Chelech,Vlado Mirosevic Verdugo,centro_izquierda,centro_izquierda,carlos bianchi,vlado mirosevic,positive,positive,4,16,18,7,41.0,98.0,3,0.0037551153557000023,0.01924656979098343,0.0014441802630195796,0.012840871707201438,0.027412280701754384,0.18804222093695777,0.09600645141669613,0.24624150615810503,cluster_3,cluster_1
"Bianchi, Carlos","Mirosevic, Vlado",1.6758893280632412,Región de Magallanes y la Antártica Chilena (3),Región de Arica y Parinacota (3),Ind-PPD,PL,Carlos Bianchi Chelech,Vlado Mirosevic Verdugo,centro_izquierda,centro_izquierda,carlos bianchi,vlado mirosevic,neutral,neutral,4,16,18,7,41.0,98.0,3,0.0037551153557000023,0.01924656979098343,0.0014441802630195796,0.012840871707201438,0.027412280701754384,0.18804222093695777,0.09600645141669613,0.24624150615810503,cluster_3,cluster_1
"Soto, Raul","Winter, Gonzalo",1.678524374176548,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),PPD,CS,Raul Soto Mardones,Gonzalo Winter Etcheberry,centro_izquierda,izquierda,raul soto,gonzalo winter,neutral,neutral,15,4,10,1,55.0,41.0,3,0.026032248838862872,0.03589801482299446,0.005364744855856742,0.0007485894009944202,0.1957468495181616,0.23796671165092217,0.11787589701973503,0.1200664607204339,cluster_1,cluster_1
"Hertz, Carmen","Pizarro, Lorena",1.678524374176548,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PCCh,Carmen Hertz Cadiz,Lorena Pizarro Sierra,izquierda,izquierda,carmen hertz,lorena pizarro,positive,positive,17,9,6,0,47.0,23.0,1,0.015765241675772004,0.010913261748690546,0.01072586426586078,0.0,0.12224108658743632,0.1723790322580645,0.1886280271762846,0.06797094773187734,cluster_3,cluster_4
"Soto, Raul","Yeomans, Gael",1.6798418972332017,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),PPD,CS,Raul Soto Mardones,Gael Yeomans Araya,centro_izquierda,izquierda,raul soto,gael yeomans,neutral,neutral,15,4,18,0,55.0,47.0,3,0.026032248838862872,0.061820117550024575,0.005364744855856742,0.0,0.1957468495181616,0.2627212389380531,0.11787589701973503,0.13104403972365736,cluster_1,cluster_1
"Arce, Monica","Gazmuri, Ana Maria",1.6798418972332017,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,AH,Monica Arce Castro,Ana Maria Gazmuri Vieira,izquierda,izquierda,mónica arce,ana maría gazmuri,positive,positive,2,12,11,4,23.0,30.0,12,0.003255234840309657,0.0073838162461313805,3.6307656558615075e-05,0.0013571802021610316,0.014802631578947368,0.08526315789473683,0.04209581922851577,0.0704511597266017,cluster_3,cluster_3
"Arroyo, Roberto","Munoz, Francesca",1.681159420289855,Región del Biobío (13),Región del Biobío (13),PSC,PSC,Roberto Arroyo Munoz,Francesca Munoz Gonzalez,derecha,derecha,roberto arroyo,francesca muñoz,negative,negative,1,12,6,5,29.0,30.0,2,0.003207319383151129,0.005751581554875469,0.0009331067735564075,0.0030207970256767745,0.006578947368421052,0.046200473092844474,0.03206121150628474,0.01575506698275356,cluster_3,cluster_6
"Araya, Jaime","Camano, Felipe",1.681159420289855,Región de Antofagasta (5),Región de Ńuble (5),Ind-PPD,Ind-PDC,Jaime Araya Guerrero,Felipe Camano Cardenas,centro_izquierda,centro_izquierda,jaime araya,felipe camaño,positive,positive,2,16,8,8,38.0,28.0,12,0.003353835122479165,0.004850596746320766,0.0021029394678749856,0.0024867951845992976,0.013157894736842105,0.053289473684210525,0.060823173136832775,0.0550186993143185,cluster_3,cluster_1
"Schalper, Diego","Undurraga, Francisco",1.683794466403162,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),RN,Evópoli,Diego Schalper Sepulveda,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,diego schalper,francisco undurraga,negative,negative,17,1,11,2,86.0,47.0,3,0.03442255882263488,0.046209286283545016,0.0033738803410291733,0.004814395259672359,0.2331288343558282,0.2304002192982456,0.1855878281335197,0.11774056669617243,cluster_4,cluster_1
"Schalper, Diego","Undurraga, Francisco",1.683794466403162,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),RN,Evópoli,Diego Schalper Sepulveda,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,diego schalper,francisco undurraga,negative,negative,17,1,11,2,86.0,47.0,3,0.03442255882263488,0.046209286283545016,0.0033738803410291733,0.004814395259672359,0.2331288343558282,0.2304002192982456,0.1855878281335197,0.11774056669617243,cluster_4,cluster_1
"Schalper, Diego","Undurraga, Francisco",1.683794466403162,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),RN,Evópoli,Diego Schalper Sepulveda,Francisco Undurraga Gazitua,centro_derecha,centro_derecha,diego schalper,francisco undurraga,positive,positive,17,1,11,2,86.0,47.0,3,0.03442255882263488,0.046209286283545016,0.0033738803410291733,0.004814395259672359,0.2331288343558282,0.2304002192982456,0.1855878281335197,0.11774056669617243,cluster_4,cluster_1
"Arce, Monica","Bello, Maria Francisca",1.683794466403162,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PH,CS,Monica Arce Castro,Maria Francisca Bello Campos,izquierda,izquierda,mónica arce,francisca bello,positive,positive,2,12,3,11,23.0,19.0,12,0.003255234840309657,0.003485789677044937,3.6307656558615075e-05,0.00010892296967584525,0.014802631578947368,0.021052631578947368,0.04209581922851577,0.025865013900728522,cluster_3,cluster_3
"Bello, Maria Francisca","Hertz, Carmen",1.6851119894598154,Región de Valparaíso (16),Región Metropolitana de Santiago (47),CS,PCCh,Maria Francisca Bello Campos,Carmen Hertz Cadiz,izquierda,izquierda,francisca bello,carmen hertz,positive,positive,3,11,17,9,19.0,47.0,12,0.003485789677044937,0.015765241675772004,0.00010892296967584525,0.01072586426586078,0.021052631578947368,0.12224108658743632,0.025865013900728522,0.1886280271762846,cluster_3,cluster_3
"Perez, Joanna","Undurraga, Alberto",1.689064558629776,Región del Biobío (13),Región Metropolitana de Santiago (47),Demócratas,PDC,Joanna Perez Olea,Alberto Undurraga Vicuna,centro_izquierda,centro_izquierda,joanna pérez,alberto undurraga,negative,negative,0,2,3,0,45.0,19.0,0,0.0029305674310870604,0.004857319560480109,0.0,0.0,0.0,0.039802631578947374,0.049391807953870465,0.019829591041841888,cluster_1,cluster_1
"Camano, Felipe","Undurraga, Alberto",1.689064558629776,Región de Ńuble (5),Región Metropolitana de Santiago (47),Ind-PDC,PDC,Felipe Camano Cardenas,Alberto Undurraga Vicuna,centro_izquierda,centro_izquierda,felipe camaño,alberto undurraga,neutral,neutral,8,8,3,0,28.0,19.0,1,0.004850596746320766,0.004857319560480109,0.0024867951845992976,0.0,0.053289473684210525,0.039802631578947374,0.0550186993143185,0.019829591041841888,cluster_1,cluster_1
"Arroyo, Roberto","Von Muhlenbrock, Gaston",1.689064558629776,Región del Biobío (13),Región de Los Ríos (5),PSC,UDI,Roberto Arroyo Munoz,Gaston von Muhlenbrock Zamora,derecha,centro_derecha,roberto arroyo,gaston von muhlenbrock,positive,positive,1,12,3,0,29.0,4.0,1,0.003207319383151129,0.004389278721457233,0.0009331067735564075,0.0,0.006578947368421052,0.03970864661654135,0.03206121150628474,0.005949385430904011,cluster_3,cluster_6
"Arroyo, Roberto","Martinez, Cristobal",1.691699604743083,Región del Biobío (13),Región de Ńuble (5),PSC,UDI,Roberto Arroyo Munoz,Cristobal Martinez Ramirez,derecha,centro_derecha,roberto arroyo,cristóbal martínez,neutral,neutral,1,12,7,0,29.0,20.0,0,0.003207319383151129,0.006554216134591015,0.0009331067735564075,0.0,0.006578947368421052,0.05157894736842106,0.03206121150628474,0.03333738002389938,cluster_3,cluster_5
"Soto, Raul","Veloso, Consuelo",1.691699604743083,Región del Libertador General Bernardo O'Higgins (9),Región del Maule (11),PPD,RD,Raul Soto Mardones,Consuelo Veloso Avila,centro_izquierda,izquierda,raul soto,consuelo veloso,positive,positive,15,4,3,0,55.0,11.0,0,0.026032248838862872,0.011266628375096751,0.005364744855856742,0.0,0.1957468495181616,0.15059927045336113,0.11787589701973503,0.028571848716827407,cluster_1,cluster_4
"Astudillo, Danisa","Gonzalez, Marta",1.69433465085639,Región de Tarapacá (3),Región del Libertador General Bernardo O'Higgins (9),PS,Ind-PPD,Danisa Astudillo Peiretti,Marta Gonzalez Olea,centro_izquierda,centro_izquierda,danisa astudillo,marta gonzalez,positive,positive,0,7,1,0,11.0,1.0,0,0.0029305674310870604,0.0032863913694551484,0.0,0.0,0.0,0.006578947368421052,8.831898122157763e-16,1.1481467558805093e-14,cluster_7,cluster_7
"Naranjo, Jaime","Soto, Raul",1.69433465085639,Región del Maule (11),Región del Libertador General Bernardo O'Higgins (9),PS,PPD,Jaime Naranjo Ortiz,Raul Soto Mardones,centro_izquierda,centro_izquierda,jaime naranjo,raul soto,neutral,neutral,3,5,15,4,32.0,55.0,1,0.004245148202247387,0.026032248838862872,0.0019823980481003833,0.005364744855856742,0.077102053915276,0.1957468495181616,0.09902108626546893,0.11787589701973503,cluster_1,cluster_1
"Ibanez, Diego","Soto, Raul",1.69433465085639,Región de Valparaíso (16),Región del Libertador General Bernardo O'Higgins (9),CS,PPD,Diego Ibanez Cotroneo,Raul Soto Mardones,izquierda,centro_izquierda,diego ibañez,raul soto,positive,positive,0,1,15,4,2.0,55.0,0,0.0029305674310870604,0.026032248838862872,0.0,0.005364744855856742,0.0,0.1957468495181616,0.008849137451887538,0.11787589701973503,cluster_1,cluster_1
"Arce, Monica","Bulnes, Mercedes",1.696969696969697,Región Metropolitana de Santiago (47),Región del Maule (11),PH,Ind-CS,Monica Arce Castro,Mercedes Bulnes Nunez,izquierda,izquierda,mónica arce,mercedes bulnes,positive,positive,2,12,6,12,23.0,27.0,12,0.003255234840309657,0.004374706195382495,3.6307656558615075e-05,0.0009993542822925882,0.014802631578947368,0.04029605263157895,0.04209581922851577,0.04351146300710888,cluster_3,cluster_2
"Araya, Jaime","Cuello, Luis Alberto",1.696969696969697,Región de Antofagasta (5),Región de Valparaíso (16),Ind-PPD,PCCh,Jaime Araya Guerrero,Luis Cuello Pena y Lillo,centro_izquierda,izquierda,jaime araya,luis cuello,positive,positive,2,16,10,9,38.0,35.0,12,0.003353835122479165,0.006746641865003008,0.0021029394678749856,0.006172106112198479,0.013157894736842105,0.07922149122807018,0.060823173136832775,0.06048908377593629,cluster_3,cluster_3
"Arce, Monica","Cariola, Karol",1.696969696969697,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PCCh,Monica Arce Castro,Karol Cariola Oliva,izquierda,izquierda,mónica arce,karol cariola,positive,positive,2,12,12,24,23.0,111.0,12,0.003255234840309657,0.006183932373787416,3.6307656558615075e-05,0.023744309672551225,0.014802631578947368,0.0805921052631579,0.04209581922851577,0.22865286518953865,cluster_3,cluster_2
"Musante, Camila","Pizarro, Lorena",1.6982872200263504,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PPD,PCCh,Camila Musante Muller,Lorena Pizarro Sierra,centro_izquierda,izquierda,camila musante,lorena pizarro,neutral,neutral,4,4,6,0,20.0,23.0,0,0.0075967114252774295,0.010913261748690546,0.0014806262344603228,0.0,0.06853070175438597,0.1723790322580645,0.034885482553301345,0.06797094773187734,cluster_1,cluster_4
"Acevedo, Maria Candelaria","Araya, Jaime",1.699604743083004,Región del Biobío (13),Región de Antofagasta (5),PCCh,Ind-PPD,Maria Candelaria Acevedo Saez,Jaime Araya Guerrero,izquierda,centro_izquierda,candelaria acevedo,jaime araya,positive,positive,0,17,2,16,31.0,38.0,12,0.0029305674310870604,0.003353835122479165,0.0,0.0021029394678749856,0.0,0.013157894736842105,0.025654982901228494,0.060823173136832775,cluster_3,cluster_3
"Soto, Leonardo","Winter, Gonzalo",1.699604743083004,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,CS,Leonardo Soto Ferrada,Gonzalo Winter Etcheberry,centro_izquierda,izquierda,leonardo soto,gonzalo winter,positive,positive,3,1,10,1,18.0,41.0,2,0.004737624465889664,0.03589801482299446,4.35691878703381e-05,0.0007485894009944202,0.0728744939271255,0.23796671165092217,0.06871878185844821,0.1200664607204339,cluster_1,cluster_1
"Melo, Daniel","Musante, Camila",1.7009222661396577,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PS,Ind-PPD,Daniel Melo Contreras,Camila Musante Muller,centro_izquierda,centro_izquierda,daniel melo,camila musante,neutral,neutral,1,1,4,4,7.0,20.0,1,0.0032732527926421064,0.0075967114252774295,0.0,0.0014806262344603228,0.05273125996810207,0.06853070175438597,0.024030232076847124,0.034885482553301345,cluster_1,cluster_1
"Delgado, Viviana","Jiles, Pamela",1.702239789196311,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PL,PH,Viviana Delgado Riquelme,Pamela Jiles Moreno,centro_izquierda,izquierda,viviana delgado,pamela jiles,negative,negative,3,4,5,7,19.0,57.0,3,0.0038152186381142277,0.006443341208678246,0.0010724536974972667,0.007495972377028495,0.05432937181663836,0.07733918128654971,0.07626425708364479,0.11493751759511782,cluster_2,cluster_2
"Delgado, Viviana","Jiles, Pamela",1.702239789196311,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Ind-PL,PH,Viviana Delgado Riquelme,Pamela Jiles Moreno,centro_izquierda,izquierda,viviana delgado,pamela jiles,neutral,neutral,3,4,5,7,19.0,57.0,3,0.0038152186381142277,0.006443341208678246,0.0010724536974972667,0.007495972377028495,0.05432937181663836,0.07733918128654971,0.07626425708364479,0.11493751759511782,cluster_2,cluster_2
"Bulnes, Mercedes","Delgado, Viviana",1.702239789196311,Región del Maule (11),Región Metropolitana de Santiago (47),Ind-CS,Ind-PL,Mercedes Bulnes Nunez,Viviana Delgado Riquelme,izquierda,centro_izquierda,mercedes bulnes,viviana delgado,positive,positive,6,12,3,4,27.0,19.0,2,0.004374706195382495,0.0038152186381142277,0.0009993542822925882,0.0010724536974972667,0.04029605263157895,0.05432937181663836,0.04351146300710888,0.07626425708364479,cluster_2,cluster_2
"Mellado, Miguel","Schubert, Stephan",1.7035573122529644,Región de la Araucanía (11),Región de la Araucanía (11),RN,Ind-PLR,Miguel Mellado Suazo,Stephan Schubert Rubio,centro_derecha,derecha,miguel mellado,stephan schubert,neutral,neutral,2,8,4,0,43.0,7.0,1,0.0036041962861106764,0.005719208889485308,0.0007660915533867781,0.0,0.013157894736842105,0.09726720647773279,0.07930537894118544,0.04568270191261682,cluster_4,cluster_4
